POA_CODE_2011,POA_CODE_2011,PHN_CODE,PHN_NAME,RATIO,PERCENTAGE
4625,4625,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4626,4626,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4627,4627,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4630,4630,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4650,4650,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4655,4655,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4659,4659,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4660,4660,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4662,4662,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4670,4670,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4671,4671,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4673,4673,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4674,4674,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4676,4676,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4677,4677,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4678,4678,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4680,4680,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4694,4694,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4695,4695,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4699,4699,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4700,4700,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4701,4701,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4702,4702,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4703,4703,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4705,4705,PHN307,Northern Queensland,1,100
4707,4707,PHN307,Northern Queensland,1,100
4709,4709,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4710,4710,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4711,4711,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4712,4712,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4713,4713,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4714,4714,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4715,4715,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4716,4716,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4717,4717,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4718,4718,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4719,4719,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4720,4720,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4721,4721,PHN307,Northern Queensland,1,100
4722,4722,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4723,4723,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4724,4724,PHN305,Western Queensland,1,100
4725,4725,PHN305,Western Queensland,1,100
4726,4726,PHN305,Western Queensland,1,100
4727,4727,PHN305,Western Queensland,1,100
4728,4728,PHN305,Western Queensland,1,100
4730,4730,PHN305,Western Queensland,1,100
4731,4731,PHN305,Western Queensland,1,100
4733,4733,PHN305,Western Queensland,1,100
4735,4735,PHN305,Western Queensland,1,100
4737,4737,PHN307,Northern Queensland,1,100
4738,4738,PHN307,Northern Queensland,1,100
4739,4739,PHN307,Northern Queensland,1,100
4740,4740,PHN307,Northern Queensland,1,100
4741,4741,PHN307,Northern Queensland,1,100
4742,4742,PHN307,Northern Queensland,1,100
4743,4743,PHN307,Northern Queensland,1,100
4744,4744,PHN307,Northern Queensland,1,100
4745,4745,PHN307,Northern Queensland,1,100
4746,4746,PHN307,Northern Queensland,1,100
4750,4750,PHN307,Northern Queensland,1,100
4751,4751,PHN307,Northern Queensland,1,100
4753,4753,PHN307,Northern Queensland,1,100
4754,4754,PHN307,Northern Queensland,1,100
4756,4756,PHN307,Northern Queensland,1,100
4757,4757,PHN307,Northern Queensland,1,100
4798,4798,PHN307,Northern Queensland,1,100
4799,4799,PHN307,Northern Queensland,1,100
4800,4800,PHN307,Northern Queensland,1,100
4801,4801,PHN307,Northern Queensland,1,100
4802,4802,PHN307,Northern Queensland,1,100
4803,4803,PHN307,Northern Queensland,1,100
4804,4804,PHN307,Northern Queensland,1,100
4805,4805,PHN307,Northern Queensland,1,100
4806,4806,PHN307,Northern Queensland,1,100
4807,4807,PHN307,Northern Queensland,1,100
4808,4808,PHN307,Northern Queensland,1,100
4809,4809,PHN307,Northern Queensland,1,100
4810,4810,PHN307,Northern Queensland,1,100
4811,4811,PHN307,Northern Queensland,1,100
4812,4812,PHN307,Northern Queensland,1,100
4813,4813,PHN307,Northern Queensland,1,100
4814,4814,PHN307,Northern Queensland,1,100
4815,4815,PHN307,Northern Queensland,1,100
4816,4816,PHN307,Northern Queensland,1,100
4817,4817,PHN307,Northern Queensland,1,100
4818,4818,PHN307,Northern Queensland,1,100
4819,4819,PHN307,Northern Queensland,1,100
4820,4820,PHN307,Northern Queensland,1,100
4821,4821,PHN307,Northern Queensland,1,100
4822,4822,PHN307,Northern Queensland,1,100
4823,4823,PHN305,Western Queensland,1,100
4824,4824,PHN305,Western Queensland,1,100
4825,4825,PHN305,Western Queensland,0.9801031,98.0103112
4825,4825,PHN701,Northern Territory,0.0198969,1.9896888
4828,4828,PHN305,Western Queensland,1,100
4829,4829,PHN305,Western Queensland,1,100
4830,4830,PHN305,Western Queensland,1,100
4849,4849,PHN307,Northern Queensland,1,100
4850,4850,PHN307,Northern Queensland,1,100
4852,4852,PHN307,Northern Queensland,1,100
4854,4854,PHN307,Northern Queensland,1,100
4855,4855,PHN307,Northern Queensland,1,100
4856,4856,PHN307,Northern Queensland,1,100
4857,4857,PHN307,Northern Queensland,1,100
4858,4858,PHN307,Northern Queensland,1,100
4859,4859,PHN307,Northern Queensland,1,100
4860,4860,PHN307,Northern Queensland,1,100
4861,4861,PHN307,Northern Queensland,1,100
4865,4865,PHN307,Northern Queensland,1,100
4868,4868,PHN307,Northern Queensland,1,100
4869,4869,PHN307,Northern Queensland,1,100
4870,4870,PHN307,Northern Queensland,1,100
4871,4871,PHN305,Western Queensland,0.0707771,7.0777132
4871,4871,PHN307,Northern Queensland,0.9292229,92.9222868
4872,4872,PHN307,Northern Queensland,1,100
4873,4873,PHN307,Northern Queensland,1,100
4874,4874,PHN307,Northern Queensland,1,100
4875,4875,PHN307,Northern Queensland,1,100
4876,4876,PHN307,Northern Queensland,1,100
4877,4877,PHN307,Northern Queensland,1,100
4878,4878,PHN307,Northern Queensland,1,100
4879,4879,PHN307,Northern Queensland,1,100
4880,4880,PHN307,Northern Queensland,1,100
4881,4881,PHN307,Northern Queensland,1,100
4882,4882,PHN307,Northern Queensland,1,100
4883,4883,PHN307,Northern Queensland,1,100
4884,4884,PHN307,Northern Queensland,1,100
4885,4885,PHN307,Northern Queensland,1,100
4886,4886,PHN307,Northern Queensland,1,100
4887,4887,PHN307,Northern Queensland,1,100
4888,4888,PHN307,Northern Queensland,1,100
4890,4890,PHN305,Western Queensland,1,100
4891,4891,PHN305,Western Queensland,1,100
4895,4895,PHN307,Northern Queensland,1,100
5000,5000,PHN401,Adelaide,1,100
5005,5005,PHN401,Adelaide,1,100
5006,5006,PHN401,Adelaide,1,100
5007,5007,PHN401,Adelaide,1,100
5008,5008,PHN401,Adelaide,1,100
5009,5009,PHN401,Adelaide,1,100
5010,5010,PHN401,Adelaide,1,100
5011,5011,PHN401,Adelaide,1,100
5012,5012,PHN401,Adelaide,1,100
5013,5013,PHN401,Adelaide,1,100
5014,5014,PHN401,Adelaide,1,100
5015,5015,PHN401,Adelaide,1,100
5016,5016,PHN401,Adelaide,1,100
5017,5017,PHN401,Adelaide,1,100
5018,5018,PHN401,Adelaide,1,100
5019,5019,PHN401,Adelaide,1,100
5020,5020,PHN401,Adelaide,1,100
5021,5021,PHN401,Adelaide,1,100
5022,5022,PHN401,Adelaide,1,100
5023,5023,PHN401,Adelaide,1,100
5024,5024,PHN401,Adelaide,1,100
5025,5025,PHN401,Adelaide,1,100
5031,5031,PHN401,Adelaide,1,100
5032,5032,PHN401,Adelaide,1,100
5033,5033,PHN401,Adelaide,1,100
5034,5034,PHN401,Adelaide,1,100
5035,5035,PHN401,Adelaide,1,100
5037,5037,PHN401,Adelaide,1,100
5038,5038,PHN401,Adelaide,1,100
5039,5039,PHN401,Adelaide,1,100
5040,5040,PHN401,Adelaide,1,100
5041,5041,PHN401,Adelaide,1,100
5042,5042,PHN401,Adelaide,1,100
5043,5043,PHN401,Adelaide,1,100
5044,5044,PHN401,Adelaide,1,100
5045,5045,PHN401,Adelaide,1,100
5046,5046,PHN401,Adelaide,1,100
5047,5047,PHN401,Adelaide,1,100
5048,5048,PHN401,Adelaide,1,100
5049,5049,PHN401,Adelaide,1,100
5050,5050,PHN401,Adelaide,1,100
5051,5051,PHN401,Adelaide,1,100
5052,5052,PHN401,Adelaide,1,100
5061,5061,PHN401,Adelaide,1,100
5062,5062,PHN401,Adelaide,1,100
5063,5063,PHN401,Adelaide,1,100
5064,5064,PHN401,Adelaide,1,100
5065,5065,PHN401,Adelaide,1,100
5066,5066,PHN401,Adelaide,1,100
5067,5067,PHN401,Adelaide,1,100
5068,5068,PHN401,Adelaide,1,100
5069,5069,PHN401,Adelaide,1,100
5070,5070,PHN401,Adelaide,1,100
5072,5072,PHN401,Adelaide,0.8845352,88.4535191
5072,5072,PHN402,Country SA,0.1154648,11.5464809
5073,5073,PHN401,Adelaide,0.9769068,97.690675
5073,5073,PHN402,Country SA,0.0230932,2.309325
5074,5074,PHN401,Adelaide,1,100
5075,5075,PHN401,Adelaide,1,100
5076,5076,PHN401,Adelaide,1,100
5081,5081,PHN401,Adelaide,1,100
5082,5082,PHN401,Adelaide,1,100
5083,5083,PHN401,Adelaide,1,100
5084,5084,PHN401,Adelaide,1,100
5085,5085,PHN401,Adelaide,1,100
5086,5086,PHN401,Adelaide,1,100
5087,5087,PHN401,Adelaide,1,100
5088,5088,PHN401,Adelaide,1,100
5089,5089,PHN401,Adelaide,1,100
5090,5090,PHN401,Adelaide,1,100
5091,5091,PHN401,Adelaide,1,100
5092,5092,PHN401,Adelaide,1,100
5093,5093,PHN401,Adelaide,1,100
5094,5094,PHN401,Adelaide,1,100
5095,5095,PHN401,Adelaide,1,100
5096,5096,PHN401,Adelaide,1,100
5097,5097,PHN401,Adelaide,1,100
5098,5098,PHN401,Adelaide,1,100
5106,5106,PHN401,Adelaide,1,100
5107,5107,PHN401,Adelaide,1,100
5108,5108,PHN401,Adelaide,1,100
5109,5109,PHN401,Adelaide,1,100
5110,5110,PHN401,Adelaide,1,100
5111,5111,PHN401,Adelaide,1,100
5112,5112,PHN401,Adelaide,1,100
5113,5113,PHN401,Adelaide,1,100
5114,5114,PHN401,Adelaide,0.9930575,99.3057546
5114,5114,PHN402,Country SA,0.0069425,0.6942454
5115,5115,PHN401,Adelaide,0.8992621,89.9262103
5115,5115,PHN402,Country SA,0.1007379,10.0737897
5116,5116,PHN401,Adelaide,0.0216632,2.1663178
5116,5116,PHN402,Country SA,0.9783368,97.8336822
5117,5117,PHN401,Adelaide,1,100
5118,5118,PHN401,Adelaide,0.0201339,2.0133921
5118,5118,PHN402,Country SA,0.9798661,97.9866079
5120,5120,PHN401,Adelaide,1,100
5121,5121,PHN401,Adelaide,1,100
5125,5125,PHN401,Adelaide,1,100
5126,5126,PHN401,Adelaide,1,100
5127,5127,PHN401,Adelaide,1,100
5131,5131,PHN401,Adelaide,0.1104888,11.0488798
5131,5131,PHN402,Country SA,0.8895112,88.9511202
5132,5132,PHN402,Country SA,1,100
5133,5133,PHN402,Country SA,1,100
5134,5134,PHN402,Country SA,1,100
5136,5136,PHN402,Country SA,1,100
5137,5137,PHN402,Country SA,1,100
5138,5138,PHN402,Country SA,1,100
5139,5139,PHN402,Country SA,1,100
5140,5140,PHN402,Country SA,1,100
5141,5141,PHN402,Country SA,1,100
5142,5142,PHN402,Country SA,1,100
5144,5144,PHN402,Country SA,1,100
5151,5151,PHN402,Country SA,1,100
5152,5152,PHN402,Country SA,1,100
5153,5153,PHN401,Adelaide,0.0301505,3.0150494
5153,5153,PHN402,Country SA,0.9698495,96.9849506
5154,5154,PHN402,Country SA,1,100
5155,5155,PHN402,Country SA,1,100
5156,5156,PHN401,Adelaide,0.2388042,23.8804158
5156,5156,PHN402,Country SA,0.7611958,76.1195842
5157,5157,PHN401,Adelaide,0.8962607,89.6260723
5157,5157,PHN402,Country SA,0.1037393,10.3739277
5158,5158,PHN401,Adelaide,1,100
5159,5159,PHN401,Adelaide,1,100
5160,5160,PHN401,Adelaide,1,100
5161,5161,PHN401,Adelaide,1,100
5162,5162,PHN401,Adelaide,1,100
5163,5163,PHN401,Adelaide,1,100
5164,5164,PHN401,Adelaide,1,100
5165,5165,PHN401,Adelaide,1,100
5166,5166,PHN401,Adelaide,1,100
5167,5167,PHN401,Adelaide,1,100
5168,5168,PHN401,Adelaide,1,100
5169,5169,PHN401,Adelaide,1,100
5170,5170,PHN401,Adelaide,1,100
5171,5171,PHN401,Adelaide,1,100
5172,5172,PHN401,Adelaide,0.7818639,78.1863856
5172,5172,PHN402,Country SA,0.2181361,21.8136144
5173,5173,PHN401,Adelaide,1,100
5174,5174,PHN401,Adelaide,1,100
5201,5201,PHN402,Country SA,1,100
5202,5202,PHN402,Country SA,0.9999983,99.9998312
5203,5203,PHN402,Country SA,1,100
5204,5204,PHN402,Country SA,1,100
5210,5210,PHN402,Country SA,1,100
5211,5211,PHN402,Country SA,1,100
5212,5212,PHN402,Country SA,1,100
5213,5213,PHN402,Country SA,1,100
5214,5214,PHN402,Country SA,1,100
5220,5220,PHN402,Country SA,1,100
5221,5221,PHN402,Country SA,1,100
5222,5222,PHN402,Country SA,1,100
5223,5223,PHN402,Country SA,1,100
5231,5231,PHN402,Country SA,1,100
5232,5232,PHN402,Country SA,1,100
5233,5233,PHN402,Country SA,1,100
5234,5234,PHN402,Country SA,1,100
5235,5235,PHN402,Country SA,1,100
5236,5236,PHN402,Country SA,1,100
5237,5237,PHN402,Country SA,1,100
5238,5238,PHN402,Country SA,1,100
5240,5240,PHN402,Country SA,1,100
5241,5241,PHN402,Country SA,1,100
5242,5242,PHN402,Country SA,1,100
5243,5243,PHN402,Country SA,1,100
5244,5244,PHN402,Country SA,1,100
5245,5245,PHN402,Country SA,1,100
5250,5250,PHN402,Country SA,1,100
5251,5251,PHN402,Country SA,1,100
5252,5252,PHN402,Country SA,1,100
5253,5253,PHN402,Country SA,1,100
5254,5254,PHN402,Country SA,1,100
5255,5255,PHN402,Country SA,1,100
5256,5256,PHN402,Country SA,1,100
5259,5259,PHN402,Country SA,1,100
5260,5260,PHN402,Country SA,1,100
5261,5261,PHN402,Country SA,1,100
5262,5262,PHN402,Country SA,1,100
5263,5263,PHN402,Country SA,1,100
5264,5264,PHN402,Country SA,1,100
5265,5265,PHN402,Country SA,1,100
5266,5266,PHN402,Country SA,1,100
5267,5267,PHN402,Country SA,1,100
5268,5268,PHN402,Country SA,1,100
5269,5269,PHN402,Country SA,1,100
5270,5270,PHN402,Country SA,1,100
5271,5271,PHN402,Country SA,1,100
5272,5272,PHN402,Country SA,1,100
5275,5275,PHN402,Country SA,1,100
5276,5276,PHN402,Country SA,1,100
5277,5277,PHN402,Country SA,1,100
5278,5278,PHN402,Country SA,1,100
5279,5279,PHN402,Country SA,1,100
5280,5280,PHN402,Country SA,1,100
5290,5290,PHN402,Country SA,1,100
5291,5291,PHN402,Country SA,1,100
5301,5301,PHN402,Country SA,1,100
5302,5302,PHN402,Country SA,1,100
5303,5303,PHN402,Country SA,1,100
5304,5304,PHN402,Country SA,1,100
5307,5307,PHN402,Country SA,1,100
5308,5308,PHN402,Country SA,1,100
5309,5309,PHN402,Country SA,1,100
5311,5311,PHN402,Country SA,1,100
5320,5320,PHN402,Country SA,1,100
5321,5321,PHN402,Country SA,1,100
5322,5322,PHN402,Country SA,1,100
5330,5330,PHN402,Country SA,1,100
5331,5331,PHN402,Country SA,1,100
5332,5332,PHN402,Country SA,1,100
5333,5333,PHN402,Country SA,1,100
5340,5340,PHN402,Country SA,1,100
5341,5341,PHN402,Country SA,1,100
5342,5342,PHN402,Country SA,1,100
5343,5343,PHN402,Country SA,1,100
5344,5344,PHN402,Country SA,1,100
5345,5345,PHN402,Country SA,1,100
5346,5346,PHN402,Country SA,1,100
5350,5350,PHN402,Country SA,1,100
5351,5351,PHN402,Country SA,1,100
5352,5352,PHN402,Country SA,1,100
5353,5353,PHN402,Country SA,1,100
5354,5354,PHN402,Country SA,1,100
5355,5355,PHN402,Country SA,1,100
5356,5356,PHN402,Country SA,1,100
5357,5357,PHN402,Country SA,1,100
5360,5360,PHN402,Country SA,1,100
5371,5371,PHN402,Country SA,1,100
5372,5372,PHN402,Country SA,1,100
5373,5373,PHN402,Country SA,1,100
5374,5374,PHN402,Country SA,1,100
5381,5381,PHN402,Country SA,1,100
5400,5400,PHN402,Country SA,1,100
5401,5401,PHN402,Country SA,1,100
5410,5410,PHN402,Country SA,1,100
5411,5411,PHN402,Country SA,1,100
5412,5412,PHN402,Country SA,1,100
5413,5413,PHN402,Country SA,1,100
5414,5414,PHN402,Country SA,1,100
5415,5415,PHN402,Country SA,1,100
5416,5416,PHN402,Country SA,1,100
5417,5417,PHN402,Country SA,1,100
5419,5419,PHN402,Country SA,1,100
5421,5421,PHN402,Country SA,1,100
5422,5422,PHN402,Country SA,1,100
5431,5431,PHN402,Country SA,1,100
5433,5433,PHN402,Country SA,1,100
5434,5434,PHN402,Country SA,1,100
5440,5440,PHN402,Country SA,1,100
5451,5451,PHN402,Country SA,1,100
5452,5452,PHN402,Country SA,1,100
5453,5453,PHN402,Country SA,1,100
5454,5454,PHN402,Country SA,1,100
5460,5460,PHN402,Country SA,1,100
5461,5461,PHN402,Country SA,1,100
5462,5462,PHN402,Country SA,1,100
5464,5464,PHN402,Country SA,1,100
5470,5470,PHN402,Country SA,1,100
5472,5472,PHN402,Country SA,1,100
5473,5473,PHN402,Country SA,1,100
5480,5480,PHN402,Country SA,1,100
5481,5481,PHN402,Country SA,1,100
5482,5482,PHN402,Country SA,1,100
5483,5483,PHN402,Country SA,1,100
5485,5485,PHN402,Country SA,1,100
5490,5490,PHN402,Country SA,1,100
5491,5491,PHN402,Country SA,1,100
5495,5495,PHN402,Country SA,1,100
5501,5501,PHN402,Country SA,1,100
5502,5502,PHN402,Country SA,1,100
5510,5510,PHN402,Country SA,1,100
5520,5520,PHN402,Country SA,1,100
5521,5521,PHN402,Country SA,1,100
5522,5522,PHN402,Country SA,1,100
5523,5523,PHN402,Country SA,1,100
5540,5540,PHN402,Country SA,1,100
5550,5550,PHN402,Country SA,1,100
5552,5552,PHN402,Country SA,1,100
5554,5554,PHN402,Country SA,1,100
5555,5555,PHN402,Country SA,1,100
5556,5556,PHN402,Country SA,1,100
5558,5558,PHN402,Country SA,1,100
5560,5560,PHN402,Country SA,1,100
5570,5570,PHN402,Country SA,1,100
5571,5571,PHN402,Country SA,1,100
5572,5572,PHN402,Country SA,1,100
5573,5573,PHN402,Country SA,1,100
5575,5575,PHN402,Country SA,1,100
5576,5576,PHN402,Country SA,1,100
5577,5577,PHN402,Country SA,1,100
5580,5580,PHN402,Country SA,1,100
5581,5581,PHN402,Country SA,1,100
5582,5582,PHN402,Country SA,1,100
5583,5583,PHN402,Country SA,1,100
5600,5600,PHN402,Country SA,1,100
5601,5601,PHN402,Country SA,1,100
5602,5602,PHN402,Country SA,1,100
5603,5603,PHN402,Country SA,1,100
5604,5604,PHN402,Country SA,1,100
5605,5605,PHN402,Country SA,1,100
5606,5606,PHN402,Country SA,1,100
5607,5607,PHN402,Country SA,1,100
5608,5608,PHN402,Country SA,1,100
5609,5609,PHN402,Country SA,1,100
5630,5630,PHN402,Country SA,1,100
5631,5631,PHN402,Country SA,1,100
5633,5633,PHN402,Country SA,1,100
5640,5640,PHN402,Country SA,1,100
5641,5641,PHN402,Country SA,1,100
5642,5642,PHN402,Country SA,1,100
5650,5650,PHN402,Country SA,1,100
5652,5652,PHN402,Country SA,1,100
5654,5654,PHN402,Country SA,1,100
5670,5670,PHN402,Country SA,1,100
5680,5680,PHN402,Country SA,1,100
5690,5690,PHN402,Country SA,1,100
5700,5700,PHN402,Country SA,1,100
5710,5710,PHN402,Country SA,1,100
5720,5720,PHN402,Country SA,1,100
5722,5722,PHN402,Country SA,1,100
5723,5723,PHN402,Country SA,1,100
5724,5724,PHN402,Country SA,1,100
5725,5725,PHN402,Country SA,1,100
5731,5731,PHN402,Country SA,1,100
5732,5732,PHN402,Country SA,1,100
5734,5734,PHN402,Country SA,1,100
5950,5950,PHN401,Adelaide,1,100
5960,5960,PHN401,Adelaide,1,100
6000,6000,PHN501,Perth North,1,100
6003,6003,PHN501,Perth North,1,100
6004,6004,PHN501,Perth North,1,100
6005,6005,PHN501,Perth North,1,100
6006,6006,PHN501,Perth North,1,100
6007,6007,PHN501,Perth North,1,100
6008,6008,PHN501,Perth North,1,100
6009,6009,PHN501,Perth North,1,100
6010,6010,PHN501,Perth North,1,100
6011,6011,PHN501,Perth North,1,100
6012,6012,PHN501,Perth North,1,100
6014,6014,PHN501,Perth North,1,100
6015,6015,PHN501,Perth North,1,100
6016,6016,PHN501,Perth North,1,100
6017,6017,PHN501,Perth North,1,100
6018,6018,PHN501,Perth North,1,100
6019,6019,PHN501,Perth North,1,100
6020,6020,PHN501,Perth North,1,100
6021,6021,PHN501,Perth North,1,100
6022,6022,PHN501,Perth North,1,100
6023,6023,PHN501,Perth North,1,100
6024,6024,PHN501,Perth North,1,100
6025,6025,PHN501,Perth North,1,100
6026,6026,PHN501,Perth North,1,100
6027,6027,PHN501,Perth North,1,100
6028,6028,PHN501,Perth North,1,100
6029,6029,PHN501,Perth North,1,100
6030,6030,PHN501,Perth North,1,100
6031,6031,PHN501,Perth North,1,100
6032,6032,PHN501,Perth North,1,100
6033,6033,PHN501,Perth North,1,100
6035,6035,PHN501,Perth North,1,100
6036,6036,PHN501,Perth North,1,100
6037,6037,PHN501,Perth North,1,100
6041,6041,PHN503,Country WA,1,100
6042,6042,PHN503,Country WA,1,100
6043,6043,PHN503,Country WA,1,100
6044,6044,PHN503,Country WA,1,100
6050,6050,PHN501,Perth North,1,100
6051,6051,PHN501,Perth North,1,100
6052,6052,PHN501,Perth North,1,100
6053,6053,PHN501,Perth North,1,100
6054,6054,PHN501,Perth North,1,100
6055,6055,PHN501,Perth North,1,100
6056,6056,PHN501,Perth North,1,100
6057,6057,PHN501,Perth North,1,100
6058,6058,PHN501,Perth North,1,100
6059,6059,PHN501,Perth North,1,100
6060,6060,PHN501,Perth North,1,100
6061,6061,PHN501,Perth North,1,100
6062,6062,PHN501,Perth North,1,100
6063,6063,PHN501,Perth North,1,100
6064,6064,PHN501,Perth North,1,100
6065,6065,PHN501,Perth North,1,100
6066,6066,PHN501,Perth North,1,100
6067,6067,PHN501,Perth North,1,100
6068,6068,PHN501,Perth North,1,100
6069,6069,PHN501,Perth North,1,100
6070,6070,PHN501,Perth North,1,100
6071,6071,PHN501,Perth North,1,100
6072,6072,PHN501,Perth North,1,100
6073,6073,PHN501,Perth North,1,100
6074,6074,PHN501,Perth North,1,100
6076,6076,PHN501,Perth North,1,100
6077,6077,PHN501,Perth North,1,100
6078,6078,PHN501,Perth North,1,100
6079,6079,PHN501,Perth North,1,100
6081,6081,PHN501,Perth North,1,100
6082,6082,PHN501,Perth North,1,100
6083,6083,PHN501,Perth North,0.7307361,73.0736087
6083,6083,PHN503,Country WA,0.2692639,26.9263913
6084,6084,PHN501,Perth North,0.6773146,67.7314572
6084,6084,PHN503,Country WA,0.3226854,32.2685428
6090,6090,PHN501,Perth North,1,100
6100,6100,PHN502,Perth South,1,100
6101,6101,PHN502,Perth South,1,100
6102,6102,PHN502,Perth South,1,100
6103,6103,PHN502,Perth South,1,100
6104,6104,PHN502,Perth South,1,100
6105,6105,PHN502,Perth South,0.9999991,99.9999112
6106,6106,PHN502,Perth South,1,100
6107,6107,PHN501,Perth North,0.1117163,11.1716317
6107,6107,PHN502,Perth South,0.8882837,88.8283683
6108,6108,PHN502,Perth South,1,100
6109,6109,PHN502,Perth South,1,100
6110,6110,PHN502,Perth South,1,100
6111,6111,PHN501,Perth North,0.0005441,0.0544148
6111,6111,PHN502,Perth South,0.9994559,99.9455852
6112,6112,PHN502,Perth South,1,100
6121,6121,PHN502,Perth South,1,100
6122,6122,PHN502,Perth South,1,100
6123,6123,PHN502,Perth South,1,100
6124,6124,PHN502,Perth South,1,100
6125,6125,PHN502,Perth South,1,100
6126,6126,PHN502,Perth South,1,100
6147,6147,PHN502,Perth South,1,100
6148,6148,PHN502,Perth South,1,100
6149,6149,PHN502,Perth South,1,100
6150,6150,PHN502,Perth South,1,100
6151,6151,PHN502,Perth South,1,100
6152,6152,PHN502,Perth South,1,100
6153,6153,PHN502,Perth South,1,100
6154,6154,PHN502,Perth South,1,100
6155,6155,PHN502,Perth South,1,100
6156,6156,PHN502,Perth South,1,100
6157,6157,PHN502,Perth South,1,100
6158,6158,PHN502,Perth South,1,100
6159,6159,PHN502,Perth South,1,100
6160,6160,PHN502,Perth South,1,100
6161,6161,PHN502,Perth South,1,100
6162,6162,PHN502,Perth South,1,100
6163,6163,PHN502,Perth South,1,100
6164,6164,PHN502,Perth South,1,100
6165,6165,PHN502,Perth South,1,100
6166,6166,PHN502,Perth South,1,100
6167,6167,PHN502,Perth South,1,100
6168,6168,PHN502,Perth South,1,100
6169,6169,PHN502,Perth South,1,100
6170,6170,PHN502,Perth South,1,100
6171,6171,PHN502,Perth South,1,100
6172,6172,PHN502,Perth South,1,100
6173,6173,PHN502,Perth South,1,100
6174,6174,PHN502,Perth South,1,100
6175,6175,PHN502,Perth South,1,100
6176,6176,PHN502,Perth South,1,100
6180,6180,PHN502,Perth South,1,100
6181,6181,PHN502,Perth South,1,100
6182,6182,PHN502,Perth South,1,100
6207,6207,PHN502,Perth South,1,100
6208,6208,PHN502,Perth South,1,100
6209,6209,PHN502,Perth South,1,100
6210,6210,PHN502,Perth South,1,100
6211,6211,PHN502,Perth South,1,100
6213,6213,PHN502,Perth South,1,100
6214,6214,PHN502,Perth South,1,100
6215,6215,PHN502,Perth South,1,100
6218,6218,PHN503,Country WA,1,100
6220,6220,PHN503,Country WA,1,100
6221,6221,PHN503,Country WA,1,100
6224,6224,PHN503,Country WA,1,100
6225,6225,PHN503,Country WA,1,100
6226,6226,PHN503,Country WA,1,100
6227,6227,PHN503,Country WA,1,100
6229,6229,PHN503,Country WA,1,100
6230,6230,PHN503,Country WA,1,100
6232,6232,PHN503,Country WA,1,100
6233,6233,PHN503,Country WA,1,100
6236,6236,PHN503,Country WA,1,100
6237,6237,PHN503,Country WA,1,100
6239,6239,PHN503,Country WA,1,100
6240,6240,PHN503,Country WA,1,100
6244,6244,PHN503,Country WA,1,100
6251,6251,PHN503,Country WA,1,100
6253,6253,PHN503,Country WA,1,100
6254,6254,PHN503,Country WA,1,100
6255,6255,PHN503,Country WA,1,100
6256,6256,PHN503,Country WA,1,100
6258,6258,PHN503,Country WA,1,100
6260,6260,PHN503,Country WA,1,100
6262,6262,PHN503,Country WA,1,100
6271,6271,PHN503,Country WA,1,100
6275,6275,PHN503,Country WA,1,100
6280,6280,PHN503,Country WA,1,100
